Financial Year,Bag Number,Status Description,Blood Group,RH,Blood Classification,Stock Creation Date,Stock Issue Date,Expiry Date
2018-2019,840,Issued,A,POSITIVE,WHOLE BLOOD,21-04-2018,28-04-2018,25-05-2018
2018-2019,841,Issued,O,POSITIVE,WHOLE BLOOD,20-04-2018,25-04-2018,24-05-2018
2018-2019,842FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,07-05-2018,07-05-2018,07-05-2019
2018-2019,842PR,Issued,B,POSITIVE,PACKED RED CELLS,20-04-2018,02-05-2018,31-05-2018
2018-2019,842PT,Issued,B,POSITIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,843FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,12-07-2018,20-04-2019
2018-2019,843PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,24-04-2018,31-05-2018
2018-2019,843PT,Issued,O,POSITIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,844FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,28-04-2018,20-04-2019
2018-2019,844PR,Issued,B,POSITIVE,PACKED RED CELLS,20-04-2018,30-04-2018,31-05-2018
2018-2019,845PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,27-04-2018,31-05-2018
2018-2019,845FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,12-07-2018,20-04-2019
2018-2019,846PR,Issued,AB,POSITIVE,PACKED RED CELLS,20-04-2018,22-04-2018,31-05-2018
2018-2019,846PT,Expired,AB,POSITIVE,PLATELETS,20-04-2018,NA,26-04-2018
2018-2019,846FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,14-07-2018,20-04-2019
2018-2019,847FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,26-05-2018,20-04-2019
2018-2019,847PR,Issued,A,POSITIVE,PACKED RED CELLS,20-04-2018,24-04-2018,31-05-2018
2018-2019,847PT,Expired,A,POSITIVE,PLATELETS,20-04-2018,NA,26-04-2018
2018-2019,848,Issued,O,POSITIVE,WHOLE BLOOD,21-04-2018,25-04-2018,25-05-2018
2018-2019,848,Issued,O,POSITIVE,WHOLE BLOOD,21-04-2018,25-04-2018,25-05-2018
2018-2019,849FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,12-07-2018,20-04-2019
2018-2019,849PT,Issued,O,POSITIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,849PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,26-04-2018,31-05-2018
2018-2019,850PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,24-04-2018,31-05-2018
2018-2019,850PT,Issued,O,POSITIVE,PLATELETS,20-04-2018,23-04-2018,26-04-2018
2018-2019,850FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,25-04-2018,20-04-2019
2018-2019,851PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,23-04-2018,31-05-2018
2018-2019,851FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,25-04-2018,20-04-2019
2018-2019,851PT,Issued,O,POSITIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,852PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,27-04-2018,31-05-2018
2018-2019,852FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,12-07-2018,20-04-2019
2018-2019,853PR,Issued,O,NEGATIVE,PACKED RED CELLS,20-04-2018,21-04-2018,31-05-2018
2018-2019,853PT,Issued,O,NEGATIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,854PR,Issued,A,POSITIVE,PACKED RED CELLS,20-04-2018,24-04-2018,31-05-2018
2018-2019,854FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,10-07-2018,20-04-2019
2018-2019,854PT,Expired,A,POSITIVE,PLATELETS,20-04-2018,NA,26-04-2018
2018-2019,855FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,12-07-2018,20-04-2019
2018-2019,855PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,24-04-2018,31-05-2018
2018-2019,855PT,Issued,O,POSITIVE,PLATELETS,20-04-2018,24-04-2018,26-04-2018
2018-2019,856FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,22-04-2018,20-04-2019
2018-2019,856PR,Issued,O,POSITIVE,PACKED RED CELLS,20-04-2018,27-04-2018,31-05-2018
2018-2019,857FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,05-05-2018,20-04-2019
2018-2019,857PR,Issued,B,POSITIVE,PACKED RED CELLS,20-04-2018,05-05-2018,31-05-2018
2018-2019,858PR,Issued,B,POSITIVE,PACKED RED CELLS,20-04-2018,02-05-2018,31-05-2018
2018-2019,858PT,Issued,B,POSITIVE,PLATELETS,20-04-2018,22-04-2018,26-04-2018
2018-2019,858FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,05-05-2018,20-04-2019
2018-2019,859FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,10-07-2018,20-04-2019
2018-2019,859PR,Issued,A,POSITIVE,PACKED RED CELLS,20-04-2018,23-04-2018,31-05-2018
2018-2019,859PT,Expired,A,POSITIVE,PLATELETS,20-04-2018,NA,26-04-2018
2018-2019,860FP,Issued,B,NEGATIVE,FRESH FROZEN PLASMA,09-05-2018,09-05-2018,09-05-2019
2018-2019,860PR,Issued,B,NEGATIVE,PACKED RED CELLS,20-04-2018,26-04-2018,31-05-2018
2018-2019,861FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,20-04-2018,09-05-2018,20-04-2019
2018-2019,861PR,Issued,B,POSITIVE,PACKED RED CELLS,20-04-2018,21-04-2018,31-05-2018
2018-2019,862FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,27-04-2018,23-04-2019
2018-2019,862PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,863FP,Issued,O,NEGATIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,863PR,Issued,O,NEGATIVE,PACKED RED CELLS,23-04-2018,23-04-2018,03-06-2018
2018-2019,864PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,28-04-2018,03-06-2018
2018-2019,864FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,25-05-2018,23-04-2019
2018-2019,865FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,25-05-2018,23-04-2019
2018-2019,865PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,28-04-2018,03-06-2018
2018-2019,866FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,866PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,26-04-2018,03-06-2018
2018-2019,867PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,867FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,27-04-2018,23-04-2019
2018-2019,868FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,868PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,869FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,12-07-2018,23-04-2019
2018-2019,869PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,02-05-2018,03-06-2018
2018-2019,870FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,27-04-2018,23-04-2019
2018-2019,870PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,871PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,02-05-2018,03-06-2018
2018-2019,871FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-04-2018,23-04-2019
2018-2019,872PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,872FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-04-2018,23-04-2019
2018-2019,873PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,28-04-2018,03-06-2018
2018-2019,873FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-04-2018,23-04-2019
2018-2019,874FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,30-04-2018,23-04-2019
2018-2019,874PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,875FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,875PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,876FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-04-2018,23-04-2019
2018-2019,876PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,877FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-04-2018,23-04-2019
2018-2019,877PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,02-05-2018,03-06-2018
2018-2019,878PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,878FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-04-2018,23-04-2019
2018-2019,879FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,879PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,880FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,880PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,881PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,881FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,882PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,882FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,883PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,28-04-2018,03-06-2018
2018-2019,883FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-05-2018,23-04-2019
2018-2019,884FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,884PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,885FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-04-2018,23-04-2019
2018-2019,885PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,03-05-2018,03-06-2018
2018-2019,886FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,12-07-2018,23-04-2019
2018-2019,886PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,887FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-04-2018,23-04-2019
2018-2019,887PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,888FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,12-07-2018,23-04-2019
2018-2019,888PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,889PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,889FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,25-05-2018,23-04-2019
2018-2019,890PR,Issued,O,NEGATIVE,PACKED RED CELLS,23-04-2018,23-04-2018,03-06-2018
2018-2019,891FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-05-2018,23-04-2019
2018-2019,891PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,892PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,892FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,893PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,26-04-2018,03-06-2018
2018-2019,893FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,25-05-2018,23-04-2019
2018-2019,894FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,28-04-2018,23-04-2019
2018-2019,894PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,895FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,24-04-2018,23-04-2019
2018-2019,895PR,Issued,B,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,896FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,14-07-2018,23-04-2019
2018-2019,896PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,897PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,897FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,22-05-2018,23-04-2019
2018-2019,898FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,26-05-2018,23-04-2019
2018-2019,898PR,Issued,AB,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,899PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,899FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,12-07-2018,23-04-2019
2018-2019,900FP,Issued,A,NEGATIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,900PR,Issued,A,NEGATIVE,PACKED RED CELLS,23-04-2018,23-04-2018,03-06-2018
2018-2019,900PT,Expired,A,NEGATIVE,PLATELETS,23-04-2018,NA,29-04-2018
2018-2019,901,Issued,O,POSITIVE,WHOLE BLOOD,23-04-2018,08-05-2018,03-06-2018
2018-2019,902PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,902FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,27-05-2018,23-04-2019
2018-2019,903FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,27-05-2018,23-04-2019
2018-2019,903PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,25-04-2018,03-06-2018
2018-2019,904PR,Issued,O,POSITIVE,PACKED RED CELLS,23-04-2018,24-04-2018,03-06-2018
2018-2019,904FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,12-07-2018,23-04-2019
2018-2019,905PR,Issued,A,POSITIVE,PACKED RED CELLS,23-04-2018,07-05-2018,03-06-2018
2018-2019,905FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-04-2018,10-07-2018,23-04-2019
2018-2019,906FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,30-04-2018,24-04-2019
2018-2019,906PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,25-04-2018,04-06-2018
2018-2019,907FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,27-05-2018,24-04-2019
2018-2019,907PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,05-05-2018,04-06-2018
2018-2019,908FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,908PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,909FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,27-05-2018,24-04-2019
2018-2019,909PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,27-04-2018,04-06-2018
2018-2019,910PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,910FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,911fp,Issued,A,NEGATIVE,FRESH FROZEN PLASMA,25-04-2018,25-04-2018,24-04-2019
2018-2019,911PR,Issued,A,NEGATIVE,PACKED RED CELLS,24-04-2018,24-04-2018,04-06-2018
2018-2019,912PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,25-04-2018,04-06-2018
2018-2019,912FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,30-04-2018,24-04-2019
2018-2019,913PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,913PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,913CY,Available,O,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,914PL,Available,AB,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,914CY,Issued,AB,POSITIVE,CRYO,13-05-2018,13-05-2018,13-05-2019
2018-2019,914PR,Issued,AB,POSITIVE,PACKED RED CELLS,24-04-2018,26-04-2018,04-06-2018
2018-2019,915PL,Available,B,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,915CY,Available,B,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,916fp,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,916PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,917fp,Issued,O,NEGATIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,917PR,Issued,O,NEGATIVE,PACKED RED CELLS,24-04-2018,04-05-2018,04-06-2018
2018-2019,918fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,30-04-2018,24-04-2019
2018-2019,918PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,919CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,919PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,919PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,05-05-2018,04-06-2018
2018-2019,920CY,Available,O,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,920PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,920PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,12-05-2018,04-06-2018
2018-2019,921PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,27-04-2018,04-06-2018
2018-2019,921fp,Issued,A,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,922CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,922PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,02-05-2018,04-06-2018
2018-2019,922PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,923PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,05-05-2018,04-06-2018
2018-2019,923PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,923CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,924fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,27-04-2018,24-04-2019
2018-2019,924PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,03-05-2018,04-06-2018
2018-2019,925PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,925fp,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,926FP,Issued,O,NEGATIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,926PR,Issued,O,NEGATIVE,PACKED RED CELLS,24-04-2018,27-04-2018,04-06-2018
2018-2019,926PT,Issued,O,NEGATIVE,PLATELETS,24-04-2018,25-04-2018,30-04-2018
2018-2019,927CY,Issued,A,POSITIVE,CRYO,13-05-2018,13-05-2018,13-05-2019
2018-2019,927PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,28-04-2018,04-06-2018
2018-2019,927PL,Available,A,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,928PT,Issued,B,POSITIVE,PLATELETS,24-04-2018,27-04-2018,30-04-2018
2018-2019,928fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,928PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,02-05-2018,04-06-2018
2018-2019,929PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,28-04-2018,04-06-2018
2018-2019,929fp,Issued,A,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,26-04-2018,24-04-2019
2018-2019,929PT,Issued,A,POSITIVE,PLATELETS,24-04-2018,25-04-2018,30-04-2018
2018-2019,930fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,30-04-2018,24-04-2019
2018-2019,930PT,Issued,B,POSITIVE,PLATELETS,24-04-2018,24-04-2018,30-04-2018
2018-2019,930PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,931CY,Issued,B,POSITIVE,CRYO,24-04-2018,12-05-2018,24-04-2019
2018-2019,931PL,Available,B,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,931PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,932PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,07-05-2018,04-06-2018
2018-2019,932CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,932PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,933PT,Issued,A,POSITIVE,PLATELETS,24-04-2018,29-04-2018,30-04-2018
2018-2019,933fp,Issued,A,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,27-04-2018,24-04-2019
2018-2019,933PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,28-04-2018,04-06-2018
2018-2019,934PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,934PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,21-05-2018,04-06-2018
2018-2019,934CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,935CY,Available,AB,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,935PR,Issued,AB,POSITIVE,PACKED RED CELLS,24-04-2018,08-05-2018,04-06-2018
2018-2019,935PL,Available,AB,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,936PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,936FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,936PT,Issued,B,POSITIVE,PLATELETS,24-04-2018,24-04-2018,30-04-2018
2018-2019,937PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,07-05-2018,04-06-2018
2018-2019,937CY,Issued,O,POSITIVE,CRYO,24-04-2018,13-05-2018,24-04-2019
2018-2019,937PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,938PR,Issued,AB,POSITIVE,PACKED RED CELLS,24-04-2018,25-04-2018,04-06-2018
2018-2019,938CY,Available,AB,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,938PL,Available,AB,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,939PT,Issued,B,POSITIVE,PLATELETS,24-04-2018,24-04-2018,30-04-2018
2018-2019,939fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,939PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,940PL,Available,B,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,940PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,24-05-2018,04-06-2018
2018-2019,940CY,Issued,B,POSITIVE,CRYO,13-05-2018,13-05-2018,13-05-2019
2018-2019,941fp,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,941PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,941PT,Issued,O,POSITIVE,PLATELETS,24-04-2018,25-04-2018,30-04-2018
2018-2019,942fp,Issued,B,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,942PR,Issued,B,POSITIVE,PACKED RED CELLS,24-04-2018,30-04-2018,04-06-2018
2018-2019,942PT,Issued,B,POSITIVE,PLATELETS,24-04-2018,24-04-2018,30-04-2018
2018-2019,943CY,Available,O,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,943PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,943PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,09-05-2018,04-06-2018
2018-2019,944CY,Issued,A,POSITIVE,CRYO,24-04-2018,30-05-2018,24-04-2019
2018-2019,944PL,Available,A,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,944PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,28-04-2018,04-06-2018
2018-2019,945PL,Available,A,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,945PR,Issued,A,POSITIVE,PACKED RED CELLS,24-04-2018,04-05-2018,04-06-2018
2018-2019,945CY,Issued,A,POSITIVE,CRYO,24-04-2018,30-05-2018,24-04-2019
2018-2019,946PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,26-04-2018,04-06-2018
2018-2019,946PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,26-04-2018,04-06-2018
2018-2019,946CY,Available,O,POSITIVE,CRYO,24-04-2018,NA,24-04-2019
2018-2019,946PL,Available,O,POSITIVE,PLASMA,24-04-2018,NA,24-04-2019
2018-2019,947PT,Issued,O,POSITIVE,PLATELETS,24-04-2018,25-04-2018,30-04-2018
2018-2019,947fp,Issued,O,POSITIVE,FRESH FROZEN PLASMA,24-04-2018,28-04-2018,24-04-2019
2018-2019,947PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,03-05-2018,04-06-2018
2018-2019,948PR,Issued,O,POSITIVE,PACKED RED CELLS,24-04-2018,01-05-2018,04-06-2018
2018-2019,948PT,Issued,O,POSITIVE,PLATELETS,24-04-2018,25-04-2018,30-04-2018
